keyword,file,line_start,line_end,snippet
FSRS,packages/shared/src/calculators/fsrs.ts,83,83,export interface FSRSOptimizerResult {
FSRS,packages/shared/src/calculators/fsrs.ts,100,100,"* Default FSRS-6 weights (optimized on 20,000+ Anki users)"
FSRS,packages/shared/src/calculators/fsrs.ts,103,103,export const DEFAULT_FSRS_WEIGHTS: number[] = [
FSRS,packages/shared/src/calculators/fsrs.ts,109,109,export const DEFAULT_FSRS_PARAMETERS: FSRSParameters = {
FSRS,packages/shared/src/calculators/fsrs.ts,110,110,"w: DEFAULT_FSRS_WEIGHTS,"
FSRS,packages/shared/src/calculators/fsrs.ts,116,116,export const DEFAULT_FSRS_PARAMETER_BOUNDS: FSRSParameterBounds = {
FSRS,packages/shared/src/calculators/fsrs.ts,124,124,"0.0, 0.0,                 // w[17..18] FSRS-6 extensions"
FSRS,packages/shared/src/calculators/fsrs.ts,156,156,"export function initDifficulty(rating: FSRSRating, w: number[]): number {"
FSRS,packages/shared/src/calculators/fsrs.ts,164,164,"export function initStability(rating: FSRSRating, w: number[]): number {"
FSRS,packages/shared/src/calculators/fsrs.ts,171,171,"export function nextDifficulty(d: number, rating: FSRSRating, w: number[]): number {"
FSRS,packages/shared/src/calculators/fsrs.ts,191,191,"rating: FSRSRating,"
FSRS,packages/shared/src/calculators/fsrs.ts,225,225,const FSRS_DECAY = -0.5;
FSRS,packages/shared/src/calculators/fsrs.ts,226,226,const FSRS_FACTOR = 0.9 ** (1 / FSRS_DECAY) - 1;
FSRS,packages/shared/src/calculators/fsrs.ts,232,232,"const interval = (s / FSRS_FACTOR) * (Math.pow(requestRetention, 1 / FSRS_DECAY) - 1);"
FSRS,packages/shared/src/calculators/fsrs.ts,248,248,* Create a new FSRS card
FSRS,packages/shared/src/calculators/fsrs.ts,250,250,export function createFSRSCard(): FSRSCard {
FSRS,packages/shared/src/calculators/fsrs.ts,267,267,"card: FSRSCard,"
FSRS,packages/shared/src/calculators/fsrs.ts,268,268,"rating: FSRSRating,"
FSRS,packages/shared/src/calculators/fsrs.ts,270,270,params: FSRSParameters = DEFAULT_FSRS_PARAMETERS
FSRS,packages/shared/src/calculators/fsrs.ts,271,271,): { card: FSRSCard; log: FSRSReviewLog } {
FSRS,packages/shared/src/calculators/fsrs.ts,277,277,let next_card: FSRSCard;
FSRS,packages/shared/src/calculators/fsrs.ts,364,364,const log: FSRSReviewLog = {
FSRS,packages/shared/src/calculators/fsrs.ts,381,381,"export function getDueCards(cards: FSRSCard[], now: Date = new Date()): FSRSCard[] {"
FSRS,packages/shared/src/calculators/fsrs.ts,391,391,"card: FSRSCard,"
FSRS,packages/shared/src/calculators/fsrs.ts,393,393,params: FSRSParameters = DEFAULT_FSRS_PARAMETERS
FSRS,packages/shared/src/calculators/fsrs.ts,394,394,"): Record<FSRSRating, number> {"
FSRS,packages/shared/src/calculators/fsrs.ts,395,395,"const ratings: FSRSRating[] = [1, 2, 3, 4];"
FSRS,packages/shared/src/calculators/fsrs.ts,396,396,"const intervals: Record<FSRSRating, number> = {} as any;"
FSRS,packages/shared/src/calculators/fsrs.ts,410,410,export interface FSRSStats {
FSRS,packages/shared/src/calculators/fsrs.ts,422,422,"export function calculateFSRSStats(cards: FSRSCard[], now: Date = new Date()): FSRSStats {"
SM-2,packages/shared/src/calculators/fsrs.ts,466,466,// Migration from SM-2
FSRS,packages/shared/src/calculators/fsrs.ts,472,472,* Migrate SM-2 state to FSRS
SM-2,packages/shared/src/calculators/fsrs.ts,472,472,* Migrate SM-2 state to FSRS
FSRS,packages/shared/src/calculators/fsrs.ts,476,476,export function migrateSM2toFSRS(
FSRS,packages/shared/src/calculators/fsrs.ts,478,478,w: number[] = DEFAULT_FSRS_WEIGHTS
FSRS,packages/shared/src/calculators/fsrs.ts,479,479,): FSRSCard {
SM-2,packages/shared/src/calculators/fsrs.ts,481,481,"// SM-2 EF: 1.3-3.0, average 2.5"
FSRS,packages/shared/src/calculators/fsrs.ts,482,482,"// FSRS D: 1-10, average ~5"
FSRS,packages/shared/src/calculators/fsrs.ts,489,489,let state: FSRSCardState;
SM-2,packages/shared/src/calculators/fsrs.ts,502,502,"lapses: 0, // Unknown from SM-2"
FSRS,packages/shared/src/calculators/fsrs.ts,532,532,logs: FSRSTrainingSample[]
FSRS,packages/shared/src/calculators/fsrs.ts,533,533,"): Map<string, FSRSTrainingSample[]> {"
FSRS,packages/shared/src/calculators/fsrs.ts,534,534,"const groups = new Map<string, FSRSTrainingSample[]>();"
FSRS,packages/shared/src/calculators/fsrs.ts,555,555,"reviews: FSRSTrainingSample[],"
safety,packages/shared/src/calculators/fsrs.ts,583,583,// Safety: prevent degenerate values
FSRS,packages/shared/src/calculators/fsrs.ts,595,595,"allReviews: Map<string, FSRSTrainingSample[]>,"
FSRS,packages/shared/src/calculators/fsrs.ts,619,619,"allReviews: Map<string, FSRSTrainingSample[]>,"
FSRS,packages/shared/src/calculators/fsrs.ts,642,642,"function clampWeights(w: number[], bounds: FSRSParameterBounds): number[] {"
FSRS,packages/shared/src/calculators/fsrs.ts,649,649,* Adam optimizer for FSRS weight optimization.
FSRS,packages/shared/src/calculators/fsrs.ts,652,652,"allReviews: Map<string, FSRSTrainingSample[]>,"
FSRS,packages/shared/src/calculators/fsrs.ts,654,654,"bounds: FSRSParameterBounds,"
FSRS,packages/shared/src/calculators/fsrs.ts,744,744,* Optimize FSRS weights based on user's review history.
FSRS,packages/shared/src/calculators/fsrs.ts,758,758,"samples: FSRSTrainingSample[],"
FSRS,packages/shared/src/calculators/fsrs.ts,766,766,): FSRSOptimizerResult {
FSRS,packages/shared/src/calculators/fsrs.ts,772,772,const initialW = options?.initialWeights ?? [...DEFAULT_FSRS_WEIGHTS];
FSRS,packages/shared/src/calculators/fsrs.ts,773,773,const bounds = DEFAULT_FSRS_PARAMETER_BOUNDS;
FSRS,packages/shared/src/calculators/fsrs.ts,787,787,"const defaultLoss = computeLogLoss(allReviews, DEFAULT_FSRS_WEIGHTS);"
FSRS,packages/shared/src/calculators/fsrs.ts,789,789,"weights: [...DEFAULT_FSRS_WEIGHTS],"
FSRS,packages/shared/src/calculators/fsrs.ts,812,812,"const defaultLoss = computeLogLoss(allReviews, DEFAULT_FSRS_WEIGHTS);"
FSRS,packages/shared/src/calculators/fsrs.ts,814,814,"weights: [...DEFAULT_FSRS_WEIGHTS],"
FSRS,packages/shared/src/calculators/fsrs.ts,827,827,"const defaultLogLoss = computeLogLoss(allReviews, DEFAULT_FSRS_WEIGHTS);"
FSRS,packages/shared/src/calculators/fsrs.ts,839,839,: [...DEFAULT_FSRS_WEIGHTS];
FSRS,packages/shared/src/calculators/fsrs.ts,860,860,"export const FSRS_RATING_LABELS: Record<FSRSRating, string> = {"
FSRS,packages/shared/src/calculators/fsrs.ts,867,867,"export const FSRS_RATING_COLORS: Record<FSRSRating, string> = {"
FSRS,packages/shared/src/calculators/hlr.ts,6,6,* Complements FSRS with explicit feature engineering.
IRT,packages/shared/src/calculators/hlr.ts,200,200,"* Normalize IRT difficulty to [0,1] range."
IRT,packages/shared/src/calculators/irt-estimation.ts,2,2,* IRT Parameter Estimation Calculator
IRT,packages/shared/src/calculators/irt-estimation.ts,3,3,* Metadata-based heuristics for estimating IRT parameters from exam metadata
IRT,packages/shared/src/calculators/irt-estimation.ts,6,6,import { IRT_ESTIMATION_CONFIG } from '../config/irt-estimation-config';
IRT,packages/shared/src/calculators/irt-estimation.ts,19,19,export interface IRTEstimationResult {
IRT,packages/shared/src/calculators/irt-estimation.ts,29,29,* Estimate IRT parameters from question metadata (Phase 2)
IRT,packages/shared/src/calculators/irt-estimation.ts,39,39,export function estimateIRTFromMetadata(
IRT,packages/shared/src/calculators/irt-estimation.ts,41,41,): IRTEstimationResult {
IRT,packages/shared/src/calculators/irt-estimation.ts,42,42,const config = IRT_ESTIMATION_CONFIG;
DIF,packages/shared/src/calculators/irt-estimation.ts,46,46,// ── DIFFICULTY ESTIMATION ──
IRT,packages/shared/src/calculators/irt-estimation.ts,212,212,* Validate IRT parameters are within acceptable bounds
IRT,packages/shared/src/calculators/irt-estimation.ts,214,214,export function validateIRTParameters(irt: {
IRT,packages/shared/src/calculators/irt-estimation.ts,230,230,* Format IRT parameters for display
IRT,packages/shared/src/calculators/irt-estimation.ts,232,232,export function formatIRTParameters(irt: {
IRT,packages/shared/src/calculators/irt-estimation.ts,252,252,estimate: IRTEstimationResult
IRT,packages/shared/src/calculators/mirt.ts,2,2,* Multidimensional IRT (MIRT) Calculator
MIRT,packages/shared/src/calculators/mirt.ts,2,2,* Multidimensional IRT (MIRT) Calculator
ENAMED,packages/shared/src/calculators/mirt.ts,5,5,* Compensatory 5-dimensional IRT model for ENAMED areas.
IRT,packages/shared/src/calculators/mirt.ts,5,5,* Compensatory 5-dimensional IRT model for ENAMED areas.
ENAMED,packages/shared/src/calculators/mirt.ts,17,17,import type { ENAMEDArea } from '../types/education';
IRT,packages/shared/src/calculators/mirt.ts,19,19,"MIRTItemParameters,"
MIRT,packages/shared/src/calculators/mirt.ts,19,19,"MIRTItemParameters,"
IRT,packages/shared/src/calculators/mirt.ts,20,20,"MIRTAbilityProfile,"
MIRT,packages/shared/src/calculators/mirt.ts,20,20,"MIRTAbilityProfile,"
IRT,packages/shared/src/calculators/mirt.ts,22,22,"MIRTEstimationInfo,"
MIRT,packages/shared/src/calculators/mirt.ts,22,22,"MIRTEstimationInfo,"
IRT,packages/shared/src/calculators/mirt.ts,23,23,"MIRTConfig,"
MIRT,packages/shared/src/calculators/mirt.ts,23,23,"MIRTConfig,"
IRT,packages/shared/src/calculators/mirt.ts,26,26,"MIRT_DIMENSIONS,"
MIRT,packages/shared/src/calculators/mirt.ts,26,26,"MIRT_DIMENSIONS,"
IRT,packages/shared/src/calculators/mirt.ts,27,27,"MIRT_NDIM,"
MIRT,packages/shared/src/calculators/mirt.ts,27,27,"MIRT_NDIM,"
IRT,packages/shared/src/calculators/mirt.ts,28,28,"MIRT_DIMENSION_LABELS_PT,"
MIRT,packages/shared/src/calculators/mirt.ts,28,28,"MIRT_DIMENSION_LABELS_PT,"
IRT,packages/shared/src/calculators/mirt.ts,29,29,"MIRT_DEFAULT_LOADINGS,"
MIRT,packages/shared/src/calculators/mirt.ts,29,29,"MIRT_DEFAULT_LOADINGS,"
IRT,packages/shared/src/calculators/mirt.ts,30,30,"DEFAULT_MIRT_CONFIG,"
MIRT,packages/shared/src/calculators/mirt.ts,30,30,"DEFAULT_MIRT_CONFIG,"
IRT,packages/shared/src/calculators/mirt.ts,56,56,* MIRT probability: P(X=1|theta) = c + (1-c) * sigmoid(a'theta + d)
MIRT,packages/shared/src/calculators/mirt.ts,56,56,* MIRT probability: P(X=1|theta) = c + (1-c) * sigmoid(a'theta + d)
IRT,packages/shared/src/calculators/mirt.ts,60,60,item: MIRTItemParameters
MIRT,packages/shared/src/calculators/mirt.ts,60,60,item: MIRTItemParameters
IRT,packages/shared/src/calculators/mirt.ts,75,75,responses: { correct: boolean; item: MIRTItemParameters }[]
MIRT,packages/shared/src/calculators/mirt.ts,75,75,responses: { correct: boolean; item: MIRTItemParameters }[]
IRT,packages/shared/src/calculators/mirt.ts,93,93,"responses: { correct: boolean; item: MIRTItemParameters }[],"
MIRT,packages/shared/src/calculators/mirt.ts,93,93,"responses: { correct: boolean; item: MIRTItemParameters }[],"
IRT,packages/shared/src/calculators/mirt.ts,100,100,for (let i = 0; i < MIRT_NDIM; i++) {
MIRT,packages/shared/src/calculators/mirt.ts,100,100,for (let i = 0; i < MIRT_NDIM; i++) {
IRT,packages/shared/src/calculators/mirt.ts,101,101,for (let j = 0; j < MIRT_NDIM; j++) {
MIRT,packages/shared/src/calculators/mirt.ts,101,101,for (let j = 0; j < MIRT_NDIM; j++) {
IRT,packages/shared/src/calculators/mirt.ts,114,114,"responses: { correct: boolean; item: MIRTItemParameters }[],"
MIRT,packages/shared/src/calculators/mirt.ts,114,114,"responses: { correct: boolean; item: MIRTItemParameters }[],"
IRT,packages/shared/src/calculators/mirt.ts,118,118,const grad = new Array(MIRT_NDIM).fill(0);
MIRT,packages/shared/src/calculators/mirt.ts,118,118,const grad = new Array(MIRT_NDIM).fill(0);
IRT,packages/shared/src/calculators/mirt.ts,130,130,for (let k = 0; k < MIRT_NDIM; k++) {
MIRT,packages/shared/src/calculators/mirt.ts,130,130,for (let k = 0; k < MIRT_NDIM; k++) {
IRT,packages/shared/src/calculators/mirt.ts,136,136,for (let i = 0; i < MIRT_NDIM; i++) {
MIRT,packages/shared/src/calculators/mirt.ts,136,136,for (let i = 0; i < MIRT_NDIM; i++) {
IRT,packages/shared/src/calculators/mirt.ts,137,137,for (let j = 0; j < MIRT_NDIM; j++) {
MIRT,packages/shared/src/calculators/mirt.ts,137,137,for (let j = 0; j < MIRT_NDIM; j++) {
IRT,packages/shared/src/calculators/mirt.ts,150,150,"responses: { correct: boolean; item: MIRTItemParameters }[],"
MIRT,packages/shared/src/calculators/mirt.ts,150,150,"responses: { correct: boolean; item: MIRTItemParameters }[],"
IRT,packages/shared/src/calculators/mirt.ts,153,153,"const H = Array.from({ length: MIRT_NDIM }, () => new Array(MIRT_NDIM).fill(0));"
MIRT,packages/shared/src/calculators/mirt.ts,153,153,"const H = Array.from({ length: MIRT_NDIM }, () => new Array(MIRT_NDIM).fill(0));"
IRT,packages/shared/src/calculators/mirt.ts,163,163,for (let i = 0; i < MIRT_NDIM; i++) {
MIRT,packages/shared/src/calculators/mirt.ts,163,163,for (let i = 0; i < MIRT_NDIM; i++) {
IRT,packages/shared/src/calculators/mirt.ts,164,164,for (let j = 0; j < MIRT_NDIM; j++) {
MIRT,packages/shared/src/calculators/mirt.ts,164,164,for (let j = 0; j < MIRT_NDIM; j++) {
IRT,packages/shared/src/calculators/mirt.ts,171,171,for (let i = 0; i < MIRT_NDIM; i++) {
MIRT,packages/shared/src/calculators/mirt.ts,171,171,for (let i = 0; i < MIRT_NDIM; i++) {
IRT,packages/shared/src/calculators/mirt.ts,172,172,for (let j = 0; j < MIRT_NDIM; j++) {
MIRT,packages/shared/src/calculators/mirt.ts,172,172,for (let j = 0; j < MIRT_NDIM; j++) {
IRT,packages/shared/src/calculators/mirt.ts,246,246,export function estimateMIRT_MAP(
MIRT,packages/shared/src/calculators/mirt.ts,246,246,export function estimateMIRT_MAP(
IRT,packages/shared/src/calculators/mirt.ts,247,247,"responses: { correct: boolean; item: MIRTItemParameters }[],"
MIRT,packages/shared/src/calculators/mirt.ts,247,247,"responses: { correct: boolean; item: MIRTItemParameters }[],"
IRT,packages/shared/src/calculators/mirt.ts,248,248,config: Partial<MIRTConfig> = {}
MIRT,packages/shared/src/calculators/mirt.ts,248,248,config: Partial<MIRTConfig> = {}
IRT,packages/shared/src/calculators/mirt.ts,249,249,): MIRTAbilityProfile {
MIRT,packages/shared/src/calculators/mirt.ts,249,249,): MIRTAbilityProfile {
IRT,packages/shared/src/calculators/mirt.ts,250,250,"const cfg = { ...DEFAULT_MIRT_CONFIG, ...config };"
MIRT,packages/shared/src/calculators/mirt.ts,250,250,"const cfg = { ...DEFAULT_MIRT_CONFIG, ...config };"
ENAMED,packages/shared/src/calculators/mirt.ts,309,309,"const ses: Record<ENAMEDArea, number> = {} as Record<ENAMEDArea, number>;"
ENAMED,packages/shared/src/calculators/mirt.ts,310,310,"const thetaRecord: Record<ENAMEDArea, number> = {} as Record<ENAMEDArea, number>;"
ENAMED,packages/shared/src/calculators/mirt.ts,311,311,"const cis: Record<ENAMEDArea, [number, number]> = {} as Record<ENAMEDArea, [number, number]>;"
IRT,packages/shared/src/calculators/mirt.ts,313,313,for (let k = 0; k < MIRT_NDIM; k++) {
MIRT,packages/shared/src/calculators/mirt.ts,313,313,for (let k = 0; k < MIRT_NDIM; k++) {
IRT,packages/shared/src/calculators/mirt.ts,314,314,const area = MIRT_DIMENSIONS[k];
MIRT,packages/shared/src/calculators/mirt.ts,314,314,const area = MIRT_DIMENSIONS[k];
ENAMED,packages/shared/src/calculators/mirt.ts,322,322,"const itemCounts: Record<ENAMEDArea, number> = {} as Record<ENAMEDArea, number>;"
IRT,packages/shared/src/calculators/mirt.ts,323,323,for (const area of MIRT_DIMENSIONS) itemCounts[area] = 0;
MIRT,packages/shared/src/calculators/mirt.ts,323,323,for (const area of MIRT_DIMENSIONS) itemCounts[area] = 0;
IRT,packages/shared/src/calculators/mirt.ts,329,329,"const sorted = MIRT_DIMENSIONS.map((area) => ({ area, theta: thetaRecord[area] }))"
MIRT,packages/shared/src/calculators/mirt.ts,329,329,"const sorted = MIRT_DIMENSIONS.map((area) => ({ area, theta: thetaRecord[area] }))"
IRT,packages/shared/src/calculators/mirt.ts,334,334,"label: MIRT_DIMENSION_LABELS_PT[s.area],"
MIRT,packages/shared/src/calculators/mirt.ts,334,334,"label: MIRT_DIMENSION_LABELS_PT[s.area],"
IRT,packages/shared/src/calculators/mirt.ts,343,343,"const compositeTheta = theta.reduce((s, t) => s + t, 0) / MIRT_NDIM;"
MIRT,packages/shared/src/calculators/mirt.ts,343,343,"const compositeTheta = theta.reduce((s, t) => s + t, 0) / MIRT_NDIM;"
IRT,packages/shared/src/calculators/mirt.ts,345,345,const estimation: MIRTEstimationInfo = {
MIRT,packages/shared/src/calculators/mirt.ts,345,345,const estimation: MIRTEstimationInfo = {
IRT,packages/shared/src/calculators/mirt.ts,369,369,* Convert a standard IRT item to MIRT parameters based on its area.
MIRT,packages/shared/src/calculators/mirt.ts,369,369,* Convert a standard IRT item to MIRT parameters based on its area.
IRT,packages/shared/src/calculators/mirt.ts,372,372,export function toMIRTItem(
MIRT,packages/shared/src/calculators/mirt.ts,372,372,export function toMIRTItem(
ENAMED,packages/shared/src/calculators/mirt.ts,374,374,"area: ENAMEDArea,"
IRT,packages/shared/src/calculators/mirt.ts,376,376,"discrimination: number = MIRT_DEFAULT_LOADINGS.primaryDiscrimination,"
MIRT,packages/shared/src/calculators/mirt.ts,376,376,"discrimination: number = MIRT_DEFAULT_LOADINGS.primaryDiscrimination,"
IRT,packages/shared/src/calculators/mirt.ts,378,378,): MIRTItemParameters {
MIRT,packages/shared/src/calculators/mirt.ts,378,378,): MIRTItemParameters {
IRT,packages/shared/src/calculators/mirt.ts,379,379,const discriminations = MIRT_DIMENSIONS.map((dim) =>
MIRT,packages/shared/src/calculators/mirt.ts,379,379,const discriminations = MIRT_DIMENSIONS.map((dim) =>
IRT,packages/shared/src/calculators/mirt.ts,382,382,: MIRT_DEFAULT_LOADINGS.crossDiscrimination
MIRT,packages/shared/src/calculators/mirt.ts,382,382,: MIRT_DEFAULT_LOADINGS.crossDiscrimination
IRT,packages/shared/src/calculators/rt-irt.ts,2,2,* Response Time IRT (RT-IRT) Calculator
IRT,packages/shared/src/calculators/rt-irt.ts,6,6,* hierarchical framework. Extends IRT 3PL with log-normal RT model.
IRT,packages/shared/src/calculators/rt-irt.ts,18,18,import type { IRTParameters } from '../types/education';
IRT,packages/shared/src/calculators/rt-irt.ts,20,20,"RTIRTItem,"
IRT,packages/shared/src/calculators/rt-irt.ts,21,21,"RTIRTResponse,"
IRT,packages/shared/src/calculators/rt-irt.ts,26,26,"RTIRTConfig,"
IRT,packages/shared/src/calculators/rt-irt.ts,27,27,"DEFAULT_RT_IRT_CONFIG,"
IRT,packages/shared/src/calculators/rt-irt.ts,31,31,const DEFAULT_CONFIG: RTIRTConfig = {
IRT,packages/shared/src/calculators/rt-irt.ts,66,66,item: RTIRTItem
IRT,packages/shared/src/calculators/rt-irt.ts,84,84,item: RTIRTItem
IRT,packages/shared/src/calculators/rt-irt.ts,87,87,"const p = probability3PL(theta, item as IRTParameters);"
IRT,packages/shared/src/calculators/rt-irt.ts,122,122,"responses: RTIRTResponse[],"
IRT,packages/shared/src/calculators/rt-irt.ts,123,123,"items: Map<string, RTIRTItem>,"
IRT,packages/shared/src/calculators/rt-irt.ts,124,124,config: Partial<RTIRTConfig> = {}
IRT,packages/shared/src/calculators/rt-irt.ts,159,159,"const p = probability3PL(theta, item as IRTParameters);"
IRT,packages/shared/src/calculators/rt-irt.ts,232,232,"item: RTIRTItem,"
IRT,packages/shared/src/calculators/rt-irt.ts,233,233,config: Partial<RTIRTConfig> = {}
IRT,packages/shared/src/calculators/rt-irt.ts,248,248,"responses: RTIRTResponse[],"
IRT,packages/shared/src/calculators/rt-irt.ts,249,249,"items: Map<string, RTIRTItem>,"
IRT,packages/shared/src/calculators/rt-irt.ts,251,251,config: RTIRTConfig
IRT,packages/shared/src/calculators/rt-irt.ts,274,274,"responses: RTIRTResponse[],"
IRT,packages/shared/src/calculators/rt-irt.ts,277,277,"items: Map<string, RTIRTItem>"
IRT,packages/shared/src/calculators/rt-irt.ts,318,318,// Utility: Convert raw RT to RTIRTResponse
IRT,packages/shared/src/calculators/rt-irt.ts,322,322,* Convert a raw response with timing to RTIRTResponse format.
IRT,packages/shared/src/calculators/rt-irt.ts,324,324,export function toRTIRTResponse(
IRT,packages/shared/src/calculators/rt-irt.ts,329,329,): RTIRTResponse {
IRT,packages/shared/src/calculators/rt-irt.ts,336,336,"area: area as RTIRTResponse['area'],"
IRT,packages/shared/src/calculators/rt-irt.ts,341,341,* Convert standard IRT parameters to RT-IRT item parameters.
IRT,packages/shared/src/calculators/rt-irt.ts,344,344,export function toRTIRTItem(
IRT,packages/shared/src/calculators/rt-irt.ts,345,345,"params: IRTParameters,"
IRT,packages/shared/src/calculators/rt-irt.ts,347,347,): RTIRTItem {
ENAMED,packages/shared/src/calculators/similarity.ts,310,310,* - ENAMED area match (15% default)
SM-2,packages/shared/src/calculators/sm2.ts,2,2,* SM-2 Spaced Repetition Algorithm
SM-2,packages/shared/src/calculators/sm2.ts,58,58,* Calculate next interval based on SM-2 algorithm
IRT,packages/shared/src/calculators/tri.ts,2,2,* TRI (Teoria de Resposta ao Item) / IRT Calculator
ENAMED,packages/shared/src/calculators/tri.ts,6,6,* used by ENAMED for scoring.
ENAMED,packages/shared/src/calculators/tri.ts,17,17,"import type { IRTParameters, TRIScore, ENAMEDArea, AreaPerformance } from '../types/education';"
IRT,packages/shared/src/calculators/tri.ts,17,17,"import type { IRTParameters, TRIScore, ENAMEDArea, AreaPerformance } from '../types/education';"
ENAMED,packages/shared/src/calculators/tri.ts,29,29,// ENAMED scaling parameters (to convert theta to 0-1000 scale)
IRT,packages/shared/src/calculators/tri.ts,39,39,params: IRTParameters
IRT,packages/shared/src/calculators/tri.ts,52,52,params: IRTParameters
IRT,packages/shared/src/calculators/tri.ts,70,70,items: IRTParameters[]
IRT,packages/shared/src/calculators/tri.ts,81,81,items: IRTParameters[]
IRT,packages/shared/src/calculators/tri.ts,94,94,items: IRTParameters[]
IRT,packages/shared/src/calculators/tri.ts,149,149,items: IRTParameters[]
ENAMED,packages/shared/src/calculators/tri.ts,189,189,* Convert theta to scaled score (0-1000 for ENAMED)
ENAMED,packages/shared/src/calculators/tri.ts,221,221,"responses: { questionId: string; correct: boolean; area: ENAMEDArea }[],"
IRT,packages/shared/src/calculators/tri.ts,222,222,"items: Map<string, IRTParameters>"
IRT,packages/shared/src/calculators/tri.ts,226,226,const itemArray: IRTParameters[] = [];
ENAMED,packages/shared/src/calculators/tri.ts,227,227,"const areaResponses: Record<ENAMEDArea, { correct: number; total: number; difficulties: number[] }> = {"
ENAMED,packages/shared/src/calculators/tri.ts,256,256,"const areaBreakdown: Record<ENAMEDArea, AreaPerformance> = {} as Record<ENAMEDArea, AreaPerformance>;"
ENAMED,packages/shared/src/calculators/tri.ts,262,262,areaBreakdown[area as ENAMEDArea] = {
IRT,packages/shared/src/calculators/unified-learner-model.ts,9,9,"* Inputs: IRT theta, MIRT 5D profile, FCR calibration, BKT mastery,"
MIRT,packages/shared/src/calculators/unified-learner-model.ts,9,9,"* Inputs: IRT theta, MIRT 5D profile, FCR calibration, BKT mastery,"
IRT,packages/shared/src/calculators/unified-learner-model.ts,12,12,* Competency per area = 0.30*MIRT + 0.25*BKT + 0.20*FCR + 0.15*IRT + 0.10*HLR
MIRT,packages/shared/src/calculators/unified-learner-model.ts,12,12,* Competency per area = 0.30*MIRT + 0.25*BKT + 0.20*FCR + 0.15*IRT + 0.10*HLR
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,15,15,import type { ENAMEDArea } from '../types/education';
IRT,packages/shared/src/calculators/unified-learner-model.ts,16,16,import type { MIRTAbilityProfile } from '../types/mirt';
MIRT,packages/shared/src/calculators/unified-learner-model.ts,16,16,import type { MIRTAbilityProfile } from '../types/mirt';
IRT,packages/shared/src/calculators/unified-learner-model.ts,31,31,"import { MIRT_DIMENSIONS, MIRT_DIMENSION_LABELS_PT } from '../types/mirt';"
MIRT,packages/shared/src/calculators/unified-learner-model.ts,31,31,"import { MIRT_DIMENSIONS, MIRT_DIMENSION_LABELS_PT } from '../types/mirt';"
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,42,42,const ALL_AREAS: ENAMEDArea[] = [
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,47,47,"const AREA_LABELS_PT: Record<ENAMEDArea, string> = {"
IRT,packages/shared/src/calculators/unified-learner-model.ts,59,59,"/** Normalize IRT theta from [-4,4] to [0,1] */"
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,82,82,"const areaCompetency: Record<ENAMEDArea, AreaCompetency> = {} as Record<ENAMEDArea, AreaCompetency>;"
IRT,packages/shared/src/calculators/unified-learner-model.ts,125,125,* Weighted: 0.30*MIRT + 0.25*BKT + 0.20*FCR + 0.15*IRT + 0.10*HLR
MIRT,packages/shared/src/calculators/unified-learner-model.ts,125,125,* Weighted: 0.30*MIRT + 0.25*BKT + 0.20*FCR + 0.15*IRT + 0.10*HLR
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,128,128,"area: ENAMEDArea,"
IRT,packages/shared/src/calculators/unified-learner-model.ts,139,139,// MIRT signal (area-specific theta)
MIRT,packages/shared/src/calculators/unified-learner-model.ts,139,139,// MIRT signal (area-specific theta)
IRT,packages/shared/src/calculators/unified-learner-model.ts,154,154,"// IRT signal (global theta, same for all areas in unidimensional model)"
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,242,242,"areaCompetency: Record<ENAMEDArea, AreaCompetency>,"
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,245,245,const items: { area: ENAMEDArea; score: number; source: CompetencySource; desc: string }[] = [];
IRT,packages/shared/src/calculators/unified-learner-model.ts,256,256,case 'mirt': desc = `Habilidade em ${label} (MIRT)`; break;
MIRT,packages/shared/src/calculators/unified-learner-model.ts,256,256,case 'mirt': desc = `Habilidade em ${label} (MIRT)`; break;
IRT,packages/shared/src/calculators/unified-learner-model.ts,259,259,case 'irt': desc = `Proficiencia geral (IRT)`; break;
ENAMED,packages/shared/src/calculators/unified-learner-model.ts,297,297,"areaCompetency: Record<ENAMEDArea, AreaCompetency>,"
IRT,packages/shared/src/calculators/unified-learner-model.ts,425,425,const hasIRT = inputs.irtTheta !== null;
IRT,packages/shared/src/calculators/unified-learner-model.ts,426,426,const hasMIRT = inputs.mirtProfile !== null;
MIRT,packages/shared/src/calculators/unified-learner-model.ts,426,426,const hasMIRT = inputs.mirtProfile !== null;
IRT,packages/shared/src/calculators/unified-learner-model.ts,432,432,"const count = [hasIRT, hasMIRT, hasFCR, hasBKT, hasHLR, hasEngagement]"
MIRT,packages/shared/src/calculators/unified-learner-model.ts,432,432,"const count = [hasIRT, hasMIRT, hasFCR, hasBKT, hasHLR, hasEngagement]"
IRT,packages/shared/src/calculators/unified-learner-model.ts,436,436,"hasIRT,"
IRT,packages/shared/src/calculators/unified-learner-model.ts,437,437,"hasMIRT,"
MIRT,packages/shared/src/calculators/unified-learner-model.ts,437,437,"hasMIRT,"
